Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling_Glass,Recycling_Metal,Recycling_Paper,Recycling_Plastic,Cooking_Airfryer,Cooking_Grill,Cooking_Microwave,Cooking_Oven,Cooking_Stove,CarbonEmission
0,1,1,2,3,2,-1,0,184,0,53,2,1,17,34,3,1,1,0,1,1,0,0,1,0,1,996
2,0,2,0,1,1,-1,1,58,1,1324,3,6,19,49,5,1,0,1,0,0,0,0,1,0,1,1921
1,0,0,2,3,1,-1,0,90,0,988,2,5,19,43,19,1,0,0,1,0,1,1,0,0,1,1916
3,1,3,0,0,2,-1,1,51,2,33,2,4,1,47,14,2,1,1,0,1,1,1,0,1,0,2183
0,1,3,0,0,1,-1,0,94,3,303,1,4,3,13,4,0,1,1,0,1,0,0,0,0,0,2315
2,0,2,2,3,2,-1,2,182,3,74,3,7,1,10,4,0,1,1,0,0,1,1,0,0,1,2917
2,0,0,1,3,1,-1,1,264,0,1146,1,4,22,13,10,2,0,0,1,0,0,0,1,0,0,1248
2,0,0,0,1,1,-1,1,54,0,259,3,3,23,48,11,0,0,0,0,0,1,1,0,0,1,1607
2,0,1,0,0,1,-1,0,247,0,919,0,7,3,24,15,1,1,1,1,1,0,0,0,1,1,1255
0,0,2,3,1,2,-1,1,292,0,53,0,6,3,0,0,1,1,1,0,0,1,1,1,0,1,494
0,1,0,1,1,1,-1,0,136,2,1185,1,4,21,33,6,1,0,0,1,0,1,1,0,0,0,1830
1,0,0,1,3,1,-1,1,223,2,1465,2,3,18,3,20,2,0,1,1,0,1,1,1,1,1,2069
3,1,1,2,0,2,-1,0,146,2,21,2,4,2,35,15,2,1,1,0,0,1,1,0,0,1,2146
0,0,2,3,1,1,-1,0,281,1,406,3,7,1,20,6,1,1,1,0,1,0,0,1,0,0,1425
2,0,3,0,0,1,-1,2,243,1,1663,3,6,4,26,6,2,1,0,0,1,0,0,0,0,0,2178
3,1,0,1,0,1,-1,0,291,0,1420,1,3,20,46,17,2,0,0,0,1,1,1,0,0,0,2114
0,1,2,1,0,1,-1,1,222,3,920,3,4,7,33,23,2,0,1,0,1,1,1,1,1,0,3331
0,0,0,0,3,1,-1,2,191,2,1079,1,7,21,20,16,0,1,1,0,1,1,1,1,1,0,2104
1,0,1,3,3,1,-1,1,128,1,1681,0,1,0,20,18,2,0,0,1,1,0,0,0,1,0,1355
1,1,1,1,2,1,-1,2,86,1,1059,2,2,2,16,15,2,0,0,1,0,1,1,0,1,0,1626
0,1,2,3,3,1,-1,2,158,1,1810,2,7,6,20,6,0,1,0,0,0,1,1,1,1,1,2223
2,1,3,0,3,1,-1,0,71,3,1209,2,6,5,47,1,1,0,0,0,1,0,0,1,0,1,3423
0,1,1,0,2,2,-1,1,263,3,12,0,6,13,12,15,1,1,0,1,1,1,1,1,0,0,2268
2,0,3,3,3,2,-1,0,158,0,65,0,7,13,19,19,0,1,0,0,0,1,1,0,1,0,1300
2,1,1,2,0,2,-1,2,269,1,80,0,5,10,0,19,2,1,1,0,1,0,0,0,0,1,1550
0,0,3,2,0,2,-1,1,79,0,0,0,2,4,36,23,0,1,0,0,0,0,0,0,0,1,1322
3,1,2,3,1,2,-1,1,183,1,25,2,4,13,45,2,0,0,1,1,1,1,1,1,0,0,1347
1,0,0,3,2,2,-1,1,145,2,26,3,4,2,20,6,2,1,1,0,0,1,1,1,0,0,2160
2,0,3,1,2,2,-1,2,157,3,47,0,3,7,43,10,1,0,0,0,0,0,0,0,0,0,2670
0,0,3,3,2,2,-1,2,250,1,73,1,7,10,22,17,2,0,1,1,0,0,0,1,1,1,1496
0,0,2,1,3,2,-1,0,286,2,44,0,7,9,43,7,0,1,0,0,0,1,1,0,0,0,1978
0,0,2,2,0,2,-1,2,59,1,78,1,4,18,17,15,1,0,1,1,1,1,1,0,1,1,1273
2,1,2,2,0,1,-1,0,140,1,1257,2,2,20,43,5,1,0,1,0,1,0,0,1,0,0,1922
2,0,3,3,1,1,-1,0,156,2,542,2,6,2,13,12,2,0,1,1,0,1,1,1,1,1,1657
2,1,2,1,2,1,-1,0,115,3,19,1,4,6,34,5,2,1,0,0,0,1,1,1,1,1,2992
2,1,1,3,0,1,-1,0,224,1,1553,1,5,17,39,1,0,1,0,0,1,0,0,0,1,1,2261
3,0,2,2,1,2,-1,1,116,0,91,0,4,24,20,21,2,0,0,0,1,0,0,0,1,0,822
1,1,2,3,3,2,-1,1,273,2,34,1,6,8,31,13,0,0,0,1,0,0,0,0,1,1,2665
0,1,0,1,2,2,-1,2,219,3,69,1,4,2,16,4,0,0,1,1,0,0,0,0,1,1,2692
3,0,2,2,3,1,-1,0,299,3,1961,3,7,2,47,12,1,0,0,0,1,0,0,1,0,1,3152
0,1,1,3,3,2,-1,2,285,0,27,2,3,13,47,8,1,0,0,1,0,1,1,0,1,1,1991
1,0,0,3,1,1,-1,0,218,3,494,2,3,8,37,3,2,1,1,1,1,1,1,0,0,1,2482
1,1,3,3,0,2,-1,2,66,0,43,0,5,0,7,2,1,0,0,1,0,0,0,0,0,0,1274
2,1,1,1,0,1,-1,1,102,3,321,2,3,4,38,19,1,0,1,1,0,1,1,1,1,0,3436
3,1,2,2,2,1,-1,2,115,1,84,1,5,23,49,23,1,0,0,1,1,1,1,1,1,0,1888
3,1,3,1,3,2,-1,1,264,0,85,2,7,11,13,3,0,1,0,0,1,0,0,1,0,0,1568
2,1,0,2,3,2,-1,2,76,1,48,3,2,10,3,17,1,1,1,1,1,1,1,1,1,0,1202
3,0,2,0,2,2,-1,1,248,3,24,2,1,8,3,2,2,0,0,0,0,0,0,0,1,0,1813
2,1,3,2,1,1,-1,0,118,3,253,3,4,24,9,12,2,1,1,1,0,0,0,1,0,1,2245
1,1,2,1,2,2,-1,1,156,3,44,2,3,0,21,22,1,0,1,1,1,1,1,1,1,0,2867
1,1,3,0,1,2,-1,2,179,0,56,0,1,5,35,13,2,1,0,1,0,0,0,1,0,0,1062
2,1,1,2,0,2,-1,0,110,2,5,2,6,13,14,19,0,0,1,1,1,1,1,1,1,0,2592
3,1,2,3,0,2,-1,1,191,3,2,0,3,3,30,8,2,1,0,1,1,1,1,1,0,0,2383
3,1,0,1,1,2,-1,0,268,1,68,1,1,4,18,10,2,0,1,0,1,0,0,0,1,1,999
1,0,3,0,3,1,-1,2,227,3,425,2,4,18,44,7,0,1,1,0,0,1,1,1,0,0,3067
3,1,1,1,1,2,-1,2,272,3,79,1,2,14,40,8,2,1,0,0,1,0,0,1,1,0,2431
2,1,1,0,1,2,-1,0,267,0,67,3,6,2,16,7,2,1,1,1,1,1,1,0,1,0,1283
2,1,0,3,2,2,-1,1,198,3,45,0,4,3,29,11,2,1,1,1,0,1,1,0,0,1,2720
1,0,1,3,1,1,-1,1,270,3,1303,0,5,6,26,20,0,0,1,1,1,1,1,0,1,1,2599
0,1,3,0,3,2,-1,0,275,1,16,3,4,9,34,8,2,1,1,0,0,1,1,0,1,1,1735
3,0,1,2,3,1,-1,2,161,0,1892,2,6,3,35,10,2,0,1,0,1,0,0,1,1,1,1641
0,0,1,3,3,1,-1,0,74,2,626,3,1,17,28,16,2,0,1,0,1,0,0,1,1,0,1484
2,1,1,0,3,1,-1,2,173,3,1606,1,4,11,44,20,1,1,1,0,0,0,0,1,0,0,3307
2,0,2,3,1,1,-1,1,295,1,449,2,7,18,38,19,0,0,0,0,0,1,1,1,1,0,2212
2,1,3,2,3,2,-1,1,85,2,94,3,3,22,26,21,2,1,0,0,0,0,0,1,1,1,2474
2,0,0,2,1,2,-1,2,261,0,5,0,2,21,18,9,1,1,1,0,0,0,0,0,0,0,940
0,1,0,1,3,1,-1,2,193,0,653,1,5,24,23,20,1,1,1,0,0,0,0,0,0,0,1661
0,0,0,2,1,2,-1,2,128,3,69,3,6,6,45,3,0,0,0,0,0,0,0,0,1,1,3037
1,0,0,2,3,1,-1,2,98,1,134,2,2,3,49,2,0,0,1,1,1,1,1,1,1,1,1784
1,1,3,1,3,1,-1,1,107,0,1992,3,4,13,12,3,1,1,0,1,0,0,0,0,0,1,1622
2,0,2,2,2,2,-1,2,186,1,38,3,7,15,38,0,1,1,1,0,1,1,1,0,1,0,2153
0,0,3,2,2,1,-1,1,158,2,836,3,5,6,47,2,0,0,0,1,0,1,1,0,1,1,2378
2,1,1,1,2,1,-1,2,126,3,884,3,3,5,5,16,1,0,0,0,0,1,1,1,1,1,3232
3,1,1,3,2,2,-1,1,195,2,59,2,2,14,4,14,2,1,1,1,1,1,1,0,1,0,1362
2,0,2,2,0,1,-1,0,206,0,1882,3,7,12,13,4,0,0,0,0,1,0,0,1,0,1,1914
3,1,2,2,0,1,-1,0,62,3,992,2,3,16,32,17,0,0,1,0,0,1,1,0,1,0,2915
2,1,3,3,1,1,-1,1,61,1,1732,3,6,24,5,23,0,0,0,1,1,0,0,1,1,1,1912
2,0,1,3,3,1,-1,2,254,3,32,1,4,4,22,18,1,0,1,0,1,0,0,1,0,1,2670
0,1,2,1,0,2,-1,2,157,1,75,2,6,6,47,18,2,0,0,0,1,0,0,0,1,1,2465
2,1,2,2,3,2,-1,2,279,3,73,2,1,11,14,5,1,1,1,0,1,1,1,0,1,0,2488
3,0,0,3,3,1,-1,2,286,0,230,0,1,18,6,19,1,1,0,0,0,0,0,0,1,0,1182
2,1,0,0,2,1,-1,0,241,2,663,2,7,19,47,19,1,1,1,1,0,1,1,1,1,0,3050
2,0,3,3,0,1,-1,1,184,2,92,2,6,9,16,10,2,0,0,1,0,1,1,1,1,1,2341
1,0,2,3,3,2,-1,1,156,1,25,3,2,6,16,15,0,1,1,0,1,1,1,1,1,0,1301
3,0,2,1,3,2,-1,1,200,3,89,1,4,21,18,11,0,1,1,1,0,0,0,1,0,0,2048
3,1,1,1,1,2,-1,0,107,1,66,1,5,22,31,11,1,0,1,0,0,0,0,1,0,1,1274
1,0,2,2,3,1,-1,2,273,2,296,2,6,10,45,8,1,0,0,1,0,0,0,0,0,0,2855
3,1,0,3,1,2,-1,2,61,3,54,1,2,1,38,7,1,1,1,0,0,1,1,1,0,0,2291
1,1,2,2,2,1,-1,2,242,0,1922,1,7,20,36,5,0,1,1,1,1,0,0,0,1,1,1882
2,0,1,0,1,1,-1,0,147,1,516,0,1,21,39,9,2,0,1,1,1,0,0,1,1,0,906
1,0,1,1,1,2,-1,2,260,1,16,2,4,19,3,23,2,0,0,0,0,1,1,1,1,1,1732
3,1,2,3,2,1,-1,2,278,1,795,1,1,0,30,3,0,0,1,1,0,0,0,1,0,1,1229
1,1,1,3,0,1,-1,2,227,2,1394,3,6,20,48,0,0,0,1,1,0,0,0,1,0,0,3637
1,1,1,0,0,2,-1,2,218,1,80,0,5,1,3,13,2,1,0,0,0,0,0,1,0,0,1733
2,1,2,0,1,1,-1,2,141,3,605,3,7,5,20,5,1,1,1,0,0,1,1,0,0,1,3285
3,1,3,1,2,2,-1,1,285,3,11,0,7,9,42,17,2,0,1,1,1,1,1,0,0,1,2628
2,1,1,1,3,1,-1,2,188,3,549,2,2,23,47,15,0,0,1,0,0,1,1,0,0,0,3536
0,0,0,3,0,2,-1,2,248,1,8,2,5,9,34,11,0,0,0,0,1,1,1,1,1,0,2300
1,0,0,0,1,2,-1,2,158,1,78,2,3,23,22,0,0,0,1,0,0,1,1,1,0,0,1430
3,0,2,1,3,2,-1,0,135,3,81,2,6,17,23,5,0,0,0,1,1,1,1,0,1,0,2391
0,0,1,3,2,1,-1,2,248,1,253,2,6,24,21,20,2,0,1,1,1,1,1,0,0,1,1612
1,1,0,2,3,1,-1,0,155,1,1540,1,1,6,21,11,2,1,0,1,0,0,0,1,0,0,1467
1,0,0,2,0,2,-1,0,189,1,79,3,1,18,37,3,1,1,1,0,0,1,1,0,0,0,1843
3,1,1,1,0,2,-1,0,100,0,84,1,2,19,33,13,1,1,0,0,1,0,0,0,0,0,1347
1,0,0,2,2,2,-1,0,178,0,4,0,4,17,14,23,0,1,1,1,0,1,1,1,1,0,1075
3,1,0,2,3,2,-1,1,61,3,56,2,2,18,40,6,2,0,0,0,1,1,1,0,1,0,2875
0,0,2,3,2,2,-1,1,117,1,59,0,6,15,7,15,2,0,1,1,0,1,1,0,0,0,920
1,1,1,2,0,2,-1,0,231,2,26,2,3,22,42,22,1,1,1,1,1,1,1,0,0,0,2614
2,1,2,1,1,1,-1,1,285,1,198,3,1,17,43,15,0,1,1,0,1,1,1,1,1,1,1576
1,0,0,2,0,1,-1,1,275,2,205,3,5,10,19,23,1,0,0,1,0,1,1,0,1,1,2998
1,1,3,3,2,1,-1,0,103,3,893,1,3,19,4,7,1,0,1,1,0,0,0,1,0,0,2439
1,0,3,3,0,2,-1,1,177,2,5,3,7,9,35,0,0,1,1,0,1,0,0,1,0,1,2776
2,0,0,3,2,2,-1,1,53,0,59,2,3,3,28,22,2,1,1,0,1,0,0,1,1,0,1214
3,1,2,2,3,1,-1,2,101,3,1220,0,2,15,21,18,2,1,1,1,1,0,0,1,1,0,2299
0,1,2,3,2,1,-1,2,189,0,1932,0,5,16,8,4,1,1,1,1,1,1,1,1,0,1,898
3,1,0,1,2,2,-1,1,238,0,34,1,4,24,16,9,0,1,0,1,0,0,0,0,0,0,1220
2,1,1,1,3,2,-1,2,124,0,50,1,3,4,13,15,2,0,1,1,1,1,1,0,1,0,1040
1,1,3,0,3,1,-1,0,198,1,932,2,7,18,45,2,1,0,0,1,1,0,0,0,1,0,2426
1,0,2,3,3,2,-1,0,247,3,62,0,6,7,22,13,0,1,0,1,0,0,0,0,0,0,2509
3,0,1,1,0,1,-1,2,178,0,895,3,7,15,24,17,0,0,1,0,1,0,0,0,1,0,1997
1,0,3,1,1,1,-1,1,111,2,1607,3,5,13,17,1,2,0,0,1,1,1,1,1,1,0,2001
3,1,2,1,0,1,-1,1,205,1,1702,0,2,13,5,4,0,1,0,1,1,1,1,0,0,0,1082
2,1,1,0,0,1,-1,0,291,2,1584,1,5,12,7,16,0,1,1,0,1,1,1,1,0,0,2379
2,1,1,3,0,2,-1,0,184,0,88,1,7,16,14,11,1,1,1,0,0,1,1,1,0,0,1624
2,0,1,0,3,1,-1,2,267,3,520,2,3,8,40,6,1,1,1,0,1,0,0,1,0,1,2703
2,0,2,0,2,2,-1,2,96,3,11,0,1,15,9,24,1,0,1,0,0,1,1,0,0,1,2159
1,1,0,2,2,1,-1,1,241,3,1949,1,3,11,2,1,0,1,1,1,0,0,0,1,0,1,2952
1,1,2,1,1,1,-1,0,215,0,1121,3,6,22,35,0,0,0,1,0,1,0,0,0,1,1,1891
0,1,2,0,3,2,-1,2,191,1,63,1,5,8,35,3,0,0,1,0,1,0,0,1,1,0,1742
0,1,1,3,2,1,-1,1,135,2,228,1,5,1,20,4,0,1,1,0,1,1,1,1,1,0,1948
2,1,1,2,1,1,-1,0,234,1,1490,1,1,22,36,23,2,1,0,1,0,0,0,1,0,0,1588
3,0,3,0,0,2,-1,1,268,3,15,0,2,22,12,0,1,1,1,1,1,0,0,1,1,1,1730
1,0,3,1,0,2,-1,2,250,3,30,1,2,19,41,14,0,1,0,1,1,0,0,0,1,1,3147
3,0,3,0,2,2,-1,2,167,2,10,2,5,13,10,5,0,1,0,1,0,0,0,0,0,1,1618
3,1,1,3,3,1,-1,2,63,2,442,2,2,0,49,9,0,0,0,1,1,0,0,0,0,0,2012
0,1,0,0,1,2,-1,0,291,2,99,1,4,10,30,14,2,0,1,1,0,1,1,0,0,0,1848
1,1,0,1,2,2,-1,0,212,2,95,0,6,19,31,22,1,0,0,1,1,0,0,0,1,1,2540
1,0,1,1,1,1,-1,0,250,1,821,3,4,11,18,19,1,1,1,0,0,1,1,0,1,0,1616
0,1,0,2,0,2,-1,0,63,0,21,1,7,15,35,12,0,1,0,0,1,1,1,1,1,1,1907
2,0,1,0,3,2,-1,0,141,3,39,0,6,9,10,4,2,0,0,0,0,1,1,1,0,1,2226
0,1,0,0,3,1,-1,2,53,1,1055,0,7,4,23,20,0,1,1,1,1,1,1,0,1,1,1467
2,0,2,3,3,2,-1,0,56,2,78,3,2,3,50,0,2,0,1,0,1,0,0,0,1,1,1968
2,0,3,0,1,1,-1,2,122,0,403,0,5,21,41,16,1,1,0,0,1,0,0,0,0,0,1187
2,0,2,3,1,2,-1,2,257,0,54,2,5,24,13,23,1,0,1,1,1,1,1,1,0,1,1155
2,0,3,1,1,1,-1,0,59,3,913,0,4,8,14,11,2,1,1,0,1,1,1,1,1,0,1785
0,1,3,2,0,2,-1,0,243,1,92,0,7,24,39,21,1,1,1,1,0,0,0,0,1,1,1751
2,1,1,1,3,1,-1,1,125,1,684,3,6,12,1,4,0,1,0,0,1,0,0,1,1,1,1896
3,0,2,0,2,1,-1,2,275,2,835,3,6,17,39,15,0,1,0,1,0,1,1,1,1,0,2117
1,0,2,1,2,1,-1,0,174,3,171,1,2,11,24,13,2,0,1,1,1,0,0,0,0,1,2274
2,0,2,0,2,2,-1,1,85,1,19,0,2,13,32,2,2,0,1,1,0,1,1,0,0,1,1075
0,1,0,1,0,2,-1,0,270,1,14,3,6,18,47,21,0,1,1,0,0,0,0,1,1,0,2707
1,0,2,0,2,1,-1,1,116,2,336,0,6,15,17,19,0,0,0,1,0,1,1,0,1,1,1986
0,0,1,3,0,1,-1,0,259,2,1690,3,3,24,8,16,0,1,1,1,1,1,1,0,0,0,1755
1,1,3,3,3,1,-1,2,94,1,1128,2,7,5,48,4,0,0,0,1,0,0,0,1,0,1,2906
2,0,0,0,2,1,-1,1,111,2,1682,3,1,17,13,3,1,1,0,0,1,0,0,1,1,0,1731
2,1,2,1,0,2,-1,2,63,0,2,3,4,9,15,22,0,1,0,0,0,0,0,0,1,1,1980
0,1,3,3,0,2,-1,2,249,0,35,2,1,14,7,4,0,0,1,0,0,1,1,0,0,0,1349
1,1,3,0,2,1,-1,0,207,2,360,1,4,22,31,15,2,1,0,0,1,0,0,0,0,0,2396
3,0,3,3,3,1,-1,1,77,3,371,1,2,4,44,0,2,1,1,0,1,0,0,0,1,1,2060
2,0,3,3,2,2,-1,0,190,2,86,1,5,7,19,4,1,1,1,1,1,1,1,0,1,0,1463
3,1,1,2,1,2,-1,1,263,2,71,3,2,15,33,12,0,0,0,0,0,1,1,0,0,0,1979
3,0,3,3,3,2,-1,2,64,1,22,3,7,16,33,4,2,0,0,1,0,1,1,1,0,0,1775
3,0,3,0,3,1,-1,1,189,2,1308,2,5,19,19,21,2,0,1,0,1,0,0,0,1,1,1824
3,0,0,2,1,1,-1,2,199,0,851,3,1,20,14,1,2,1,0,0,1,1,1,1,0,0,867
0,0,0,1,0,2,-1,1,68,1,58,1,4,14,9,10,0,1,0,1,0,0,0,0,1,1,1224
1,1,3,3,2,2,-1,1,86,0,18,1,1,9,29,10,1,1,0,1,1,0,0,0,0,0,1127
0,1,1,0,0,2,-1,0,84,3,13,0,1,2,24,16,0,1,1,1,1,0,0,0,1,1,2331
1,0,1,1,0,2,-1,2,150,1,53,0,6,2,36,20,2,1,1,0,0,1,1,1,1,0,1933
3,1,2,1,0,2,-1,1,51,1,13,3,4,24,41,8,2,0,1,0,1,0,0,1,0,0,1782
2,0,0,3,2,2,-1,2,258,1,88,0,7,24,22,23,0,0,1,1,1,0,0,1,0,1,1746
3,1,3,1,3,1,-1,0,208,2,25,0,4,9,31,12,1,0,0,1,0,1,1,1,1,1,1906
3,1,0,1,1,2,-1,2,206,0,59,0,3,10,40,2,2,1,1,1,1,0,0,1,1,0,955
1,1,1,1,1,1,-1,1,86,0,1480,2,4,5,35,8,2,1,1,1,0,1,1,1,1,0,1377
3,1,3,0,0,1,-1,1,256,0,1568,0,1,9,30,5,1,0,0,0,1,0,0,0,1,0,1484
2,0,3,0,0,1,-1,1,64,1,1704,0,7,17,18,9,2,0,0,1,1,1,1,1,0,0,1437
1,0,2,0,1,2,-1,0,166,1,65,1,3,14,24,13,0,0,1,1,1,1,1,0,0,0,968
0,1,2,2,1,2,-1,0,269,3,75,1,3,16,5,14,0,0,1,1,1,0,0,1,0,0,1881
2,0,1,1,3,1,-1,0,55,3,981,2,3,0,46,17,1,0,0,1,0,1,1,0,1,0,2824
2,0,2,2,2,2,-1,2,147,0,45,3,6,21,48,24,0,1,1,0,1,0,0,0,0,1,2010
1,1,2,2,2,1,-1,1,225,2,1921,1,7,1,25,7,1,0,1,1,1,1,1,1,1,0,2567
0,1,3,2,1,1,-1,0,147,0,999,2,3,13,13,17,1,1,0,0,0,1,1,1,0,1,1087
2,1,2,2,3,1,-1,1,65,1,339,0,5,15,38,0,1,0,0,0,1,0,0,1,1,0,1625
2,0,1,1,1,2,-1,2,137,2,12,0,6,20,16,0,1,1,0,1,1,1,1,0,0,0,1324
1,0,0,0,1,2,-1,1,138,0,83,3,7,1,47,6,2,0,0,0,0,1,1,1,1,1,2371
3,1,0,3,1,1,-1,1,222,0,1591,1,7,18,0,18,2,1,0,1,0,1,1,0,1,1,1257
3,0,3,3,3,1,-1,1,181,3,14,3,4,21,41,15,2,0,0,0,1,0,0,0,1,1,2689
1,0,3,0,2,1,-1,1,245,1,65,0,4,21,42,23,1,1,1,0,0,0,0,1,0,0,1756
1,0,3,0,1,1,-1,0,167,3,983,1,7,6,21,22,2,0,0,0,1,1,1,1,1,0,2781
2,0,2,3,2,1,-1,1,237,0,1417,0,6,24,23,11,2,1,0,0,0,0,0,0,1,0,1378
1,1,1,2,1,1,-1,2,283,1,91,3,6,23,34,3,1,1,1,0,1,0,0,1,0,1,2439
1,1,3,3,2,1,-1,1,166,2,1235,0,6,17,27,3,2,1,1,1,0,0,0,1,0,1,2141
2,0,3,3,2,1,-1,0,287,3,1872,2,6,0,6,1,1,1,0,1,1,0,0,1,0,1,2443
2,1,0,2,2,1,-1,1,234,0,589,1,7,6,24,5,1,1,0,0,0,1,1,1,0,0,1943
2,1,3,3,0,1,-1,0,233,1,1244,2,2,8,7,0,0,0,0,1,0,0,0,0,1,1,1499
0,0,2,0,0,2,-1,1,120,3,91,2,3,4,44,4,0,0,0,0,1,1,1,1,0,1,2727
0,1,1,2,3,2,-1,1,193,0,19,2,7,18,15,19,2,1,1,1,0,1,1,0,1,1,1590
3,1,2,1,1,2,-1,1,200,1,78,0,1,12,1,15,1,0,1,1,0,1,1,0,0,1,559
1,0,2,1,0,1,-1,1,60,0,1869,3,6,16,28,4,1,1,1,1,0,1,1,0,0,0,1877
3,1,1,1,0,2,-1,0,236,0,24,0,6,5,24,19,2,1,0,1,0,0,0,0,1,1,1304
3,1,0,1,3,1,-1,2,158,2,753,1,4,6,7,20,2,1,1,1,0,1,1,0,1,1,1782
1,1,1,2,1,2,-1,2,57,1,73,2,1,0,39,15,0,0,0,0,0,0,0,1,1,0,1783
2,0,2,0,3,2,-1,1,284,0,57,0,4,8,7,4,1,1,1,1,1,1,1,0,1,1,601
2,1,2,2,3,1,-1,2,101,0,809,2,5,1,38,2,0,1,1,0,0,0,0,1,1,0,1827
3,1,2,0,1,1,-1,2,279,2,574,3,4,14,0,0,2,1,1,0,1,1,1,1,0,1,1455
1,0,1,1,2,2,-1,0,111,3,86,3,5,21,12,7,1,0,1,1,0,1,1,1,0,1,2598
3,0,1,0,3,2,-1,0,170,3,10,0,6,18,33,7,1,0,0,1,1,0,0,1,1,0,2089
3,1,3,3,0,1,-1,2,282,0,799,3,6,7,29,16,1,1,1,1,0,1,1,1,1,1,2067
3,1,1,2,1,2,-1,2,121,3,61,2,2,2,37,14,2,0,0,0,1,0,0,0,1,0,2462
2,0,3,2,0,1,-1,2,108,3,1861,2,3,14,46,23,2,0,0,0,1,0,0,0,1,0,3126
1,1,3,0,2,1,-1,2,75,1,1657,2,7,3,17,14,2,0,0,0,1,0,0,0,1,1,2440
3,0,2,3,3,1,-1,2,96,3,1406,3,3,24,48,9,2,0,1,0,0,0,0,1,0,0,2567
2,1,1,3,0,2,-1,0,175,3,81,0,2,9,8,3,0,1,1,1,1,1,1,0,0,1,2278
2,1,2,2,1,1,-1,2,51,1,129,1,5,16,40,1,1,0,1,1,0,0,0,0,0,0,1386
2,1,1,0,2,1,-1,0,58,1,1724,0,7,12,34,4,1,1,1,0,0,1,1,0,0,0,1591
1,0,3,1,3,1,-1,2,192,2,1101,0,4,11,35,6,2,0,0,1,0,0,0,0,1,0,2177
3,0,1,3,2,1,-1,1,264,3,1973,0,7,4,38,5,2,0,1,1,1,1,1,1,0,1,2311
3,1,0,3,2,2,-1,1,90,2,85,2,3,10,0,4,1,0,1,0,1,1,1,0,0,1,1503
2,1,1,3,3,1,-1,1,230,0,290,3,5,4,46,4,2,0,0,1,0,0,0,0,1,0,2208
3,0,1,0,0,2,-1,0,128,2,97,1,2,20,13,7,0,0,1,1,1,1,1,1,1,0,1329
1,0,2,2,0,2,-1,1,144,0,47,3,3,19,34,3,2,1,1,1,1,1,1,0,0,1,1457
1,1,0,2,2,2,-1,0,94,1,42,2,3,22,12,11,0,0,0,1,0,1,1,0,0,0,1601
0,0,0,1,3,2,-1,2,153,2,1,0,2,8,47,4,1,0,1,0,0,1,1,1,0,0,1867
3,1,1,3,3,2,-1,2,158,2,37,0,4,6,35,19,2,0,1,1,1,1,1,0,1,1,1895
1,0,0,0,0,2,-1,2,85,2,31,2,4,20,6,18,1,1,0,0,0,0,0,0,1,0,2336
3,0,3,3,0,1,-1,0,246,0,1676,3,6,24,37,21,0,0,0,1,0,0,0,1,0,1,1975
3,1,0,0,1,1,-1,1,89,3,1817,1,2,14,12,13,0,0,1,1,1,1,1,0,0,0,1845
3,0,0,1,0,2,-1,2,133,0,70,2,1,3,8,15,0,1,0,0,1,0,0,1,1,1,1140
0,1,2,2,0,2,-1,0,165,3,54,1,1,12,42,21,2,1,0,1,1,0,0,1,1,0,2697
3,1,2,2,0,1,-1,0,126,2,857,2,1,7,32,13,1,1,0,0,0,0,0,1,1,1,2047
0,0,1,0,1,1,-1,1,259,2,381,1,3,13,7,17,2,1,0,1,0,1,1,1,0,0,1271
0,0,1,1,3,2,-1,0,85,3,9,3,3,5,13,9,1,1,1,1,0,1,1,1,0,0,1925
2,1,3,0,0,1,-1,2,242,3,1766,2,6,22,12,20,1,1,1,1,0,1,1,0,0,1,3490
1,1,0,1,1,1,-1,0,92,3,1781,2,2,8,38,7,1,0,0,0,1,0,0,0,1,1,3204
3,0,0,2,1,2,-1,0,87,0,93,0,5,19,5,18,2,0,1,0,1,0,0,1,1,1,560
3,1,2,3,2,1,-1,0,137,0,79,0,3,18,40,19,1,1,0,1,0,0,0,0,1,0,1176
0,1,1,3,3,1,-1,0,210,3,1935,0,2,10,33,15,2,1,0,1,0,0,0,1,0,1,2658
2,0,2,0,1,2,-1,1,158,2,7,0,6,13,23,17,0,1,1,1,1,0,0,1,0,0,1264
3,1,3,0,0,2,-1,1,102,1,91,1,2,5,39,3,0,1,0,0,0,1,1,1,1,1,1698
3,0,3,0,2,1,-1,0,59,3,278,2,6,4,45,16,0,1,0,1,0,1,1,1,1,0,2572
3,1,2,2,0,2,-1,1,289,0,98,3,5,14,34,17,2,1,0,0,0,1,1,1,0,0,2000
3,1,0,3,3,1,-1,1,196,1,379,0,6,21,50,0,0,1,0,0,1,1,1,0,1,0,1998
1,1,0,2,0,2,-1,0,118,1,86,2,1,14,33,4,2,0,0,0,0,1,1,0,0,0,2107
0,1,3,1,3,2,-1,2,205,0,65,1,7,19,31,12,1,0,1,0,0,0,0,0,1,0,1709
1,1,0,1,3,2,-1,2,287,3,42,2,5,6,38,18,2,1,0,0,0,1,1,0,0,0,4082
